stamp,ax,ay,az,gx,gy,gz,px,py,pz,vx,vy,vz,qw,qx,qy,qz,bw_x,bw_y,bw_z,ba_x,ba_y,ba_z
1782727127.807869196,-3.987635166,-0.160811528,8.552388845,-0.002410829,-0.003772477,0.000042237,-0.010369766,0.000260821,-0.001930471,-0.002960863,0.004357771,-0.001340318,0.973197715,-0.003992447,0.229928529,0.001771611,0.011530174,-0.005529360,-0.004561726,0.000000005,-0.000000000,0.000000003
1782727127.812102556,-3.987635166,-0.160811528,8.552388845,-0.002410829,-0.003772477,0.000042237,-0.010379950,0.000278432,-0.001939428,-0.001850499,0.003962460,-0.002891393,0.973196725,-0.004018931,0.229932135,0.001787865,0.011530174,-0.005529360,-0.004561726,0.000000005,-0.000000000,0.000000003
1782727127.817916870,-4.294998975,-0.393735683,8.612420839,0.011437606,-0.013359858,-0.001023028,-0.010388364,0.000297928,-0.001960803,-0.001043747,0.002743910,-0.004460958,0.973198651,-0.004036046,0.229923554,0.001804109,0.011530174,-0.005529360,-0.004561726,0.000000005,-0.000000000,0.000000003
1782727127.821958780,-4.319011773,-0.417748481,8.674854112,0.011437606,-0.013359858,-0.001023028,-0.010392433,0.000306259,-0.001979978,-0.000969476,0.001378377,-0.005027387,0.973202276,-0.004034555,0.229908181,0.001811176,0.011530174,-0.005529360,-0.004561726,0.000000005,-0.000000000,0.000000003
1782727127.827897072,-4.323814332,-0.316894731,8.696465630,0.024220783,-0.000576683,-0.002088290,-0.010397766,0.000309164,-0.002011532,-0.000826914,-0.000400059,-0.005599808,0.973203317,-0.004014294,0.229904093,0.001815580,0.011530174,-0.005529360,-0.004561726,0.000000005,-0.000000000,0.000000003
1782727127.832073450,-4.513515433,-0.220843522,8.794918100,0.014633399,0.004749639,-0.012740932,-0.010401537,0.000305741,-0.002034918,-0.000978618,-0.001239164,-0.005599312,0.973199738,-0.003999644,0.229919576,0.001805927,0.011530174,-0.005529360,-0.004561726,0.000000005,-0.000000000,0.000000003
1782727127.837614059,-4.566343588,-0.153607698,8.970211523,0.013568137,0.004749639,-0.012740932,-0.010408239,0.000297061,-0.002063237,-0.001440676,-0.001894164,-0.004622925,0.973193259,-0.003997975,0.229947211,0.001782124,0.011530174,-0.005529360,-0.004561726,0.000000005,-0.000000000,0.000000003
1782727127.841954231,-4.302202815,-0.028741151,8.809325779,0.030612368,0.007945432,-0.010610409,-0.010414357,0.000288631,-0.002082032,-0.001378563,-0.001990534,-0.004038279,0.973187451,-0.003979268,0.229972273,0.001761727,0.011530174,-0.005529360,-0.004561726,0.000000005,-0.000000000,0.000000003
1782727127.847857952,-4.508712874,0.024087004,8.763701463,0.019959722,-0.009098799,-0.013806202,-0.010422605,0.000278017,-0.002105370,-0.001415850,-0.001605085,-0.003867870,0.973184289,-0.003944968,0.229986482,0.001730365,0.011530174,-0.005529360,-0.004561726,0.000000005,-0.000000000,0.000000003
1782727127.852156162,-4.508712874,0.024087004,8.763701463,0.019959722,-0.009098799,-0.013806202,-0.010429699,0.000271960,-0.002121491,-0.001884976,-0.001213047,-0.003633588,0.973186159,-0.003931894,0.229978970,0.001706894,0.011530174,-0.005529360,-0.004561726,0.000000005,-0.000000000,0.000000003
1782727127.857863426,-4.628776862,0.069711319,8.847746255,0.010372344,-0.011229329,-0.005284086,-0.010442809,0.000266898,-0.002140295,-0.002709070,-0.000561104,-0.002955591,0.973189266,-0.003925045,0.229966060,0.001690720,0.011530174,-0.005529360,-0.004561726,0.000000005,-0.000000000,0.000000003
1782727127.862238646,-4.628776862,0.069711319,8.847746255,0.010372344,-0.011229329,-0.005284086,-0.010456381,0.000265758,-0.002151474,-0.003495003,0.000039895,-0.002154571,0.973192126,-0.003927852,0.229953915,0.001689814,0.011530174,-0.005529360,-0.004561726,0.000000005,-0.000000000,0.000000003
